Title,Price,Rating,Brand,RAM,Processor-Brand,Hard-Disk
ASUS ROG Ally AMD Ryzen Z1 HexaCore Zen4 - (16 GB/...,37990,4.4,ASUS,16GB,AMD,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.2,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 ...,66990,3.8,MSI,16GB,INTEL,512GB
HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz...,32899,3.5,HP,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700...,81890,4.2,LENOVO,16GB,INTEL,1TB
HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/...,82999,4.4,HP,16GB,INTEL,1TB
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315...,37990,4.3,LENOVO,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 G...,45990,4.4,MSI,16GB,INTEL,512GB
Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 G...,29490,4.2,ACER,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
HP Chromebook Intel Celeron Quad Core N4120 - (4 G...,20990,4.1,HP,4GB,INTEL,64GB
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 124...,59990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th ...,73690,4.1,LENOVO,16GB,INTEL,1TB
walker Intel Celeron Dual Core N4020 - (4 GB/128 G...,12990,3.7,WALKER,4GB,INTEL,128GB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 G...,78090,4.3,ACER,16GB,INTEL,512GB
Infinix GT Book Intel Core i5 12th Gen 12450H - (1...,53990,4.2,INFINIX,16GB,INTEL,512GB
HP Chromebook MediaTek Kompanio 1200 - (8 GB/256 G...,36990,4.2,HP,8GB,MEDIATEK,256GB
HP 14s Intel Celeron Dual Core N4500 - (8 GB/256 G...,36865,3.8,HP,8GB,INTEL,256GB
MICROSOFT Surface Pro (11th Edition) AI PC Qualcom...,180990,4.7,MICROSOFT,16GB,QUALCOMM,1TB
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 G...,36990,4.3,MSI,16GB,INTEL,512GB
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB...,51799,3.0,ASUS,16GB,INTEL,512GB
HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB ...,38990,4.2,HP,8GB,AMD,512GB
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/51...,57990,4.3,HP,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5...,31990,4.4,HP,8GB,AMD,256GB
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD...,37990,4.2,HP,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB...,56990,3.9,MSI,16GB,INTEL,512GB
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512...,36580,3.9,HP,8GB,INTEL,512GB
Infinix Zero Book Ultra AI PC Intel Core Ultra 5 1...,54990,3.9,INFINIX,16GB,INTEL,512GB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",52990,4.2,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 AMD Ryzen 5 Hexa Core 7530U ...,86190,4.1,LENOVO,16GB,AMD,512GB
Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core i5 12th...,59990,4.3,LENOVO,16GB,INTEL,512GB
HP Chromebook Intel Celeron Quad Core N4120 - (4 G...,20990,4.1,HP,4GB,INTEL,64GB
HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz...,32899,3.5,HP,8GB,AMD,512GB
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 ...,31990,4.2,HP,8GB,AMD,512GB
DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB...,52990,3.9,DELL,8GB,INTEL,512GB
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB...,35990,4.3,MSI,8GB,INTEL,512GB
HP Chromebook Intel Celeron Dual Core N4500 - (4 G...,30016,3.9,HP,4GB,INTEL,128GB
Thomson Neo Metallic with Numeric Touch Pad Intel ...,16490,3.7,THOMSON,4GB,INTEL,128GB
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (1...,65990,4.0,MSI,16GB,INTEL,1TB
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD...,49999,4.2,HP,16GB,AMD,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 ...,61990,4.3,ACER,16GB,INTEL,512GB
Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/51...,62990,4.3,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N402...,24890,4.0,LENOVO,8GB,INTEL,256GB
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB...,61990,3.9,DELL,16GB,INTEL,512GB
Acer Intel Core i5 11th Gen - (8 GB/512 GB SSD/Win...,41990,4.3,ACER,8GB,INTEL,512GB
DELL Vostro AMD Ryzen 5 Hexa Core 5625U - (16 GB/5...,45990,3.8,DELL,16GB,AMD,512GB
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125...,79190,4.2,LENOVO,16GB,INTEL,1TB
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB...,32990,4.3,ACER,8GB,INTEL,512GB
Acer AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB S...,28990,4.1,ACER,16GB,AMD,512GB
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 G...,51990,4.2,MSI,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700...,81890,4.2,LENOVO,16GB,INTEL,1TB
HP Chromebook Intel Celeron Dual Core N4500 - (4 G...,30000,3.7,HP,4GB,INTEL,64GB
Lenovo Intel Core i5 12th Gen - (16 GB/512 GB SSD/...,42180,2.4,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U ...,32190,4.0,LENOVO,8GB,AMD,512GB
ASUS Zenbook 14 OLED AI PC Intel Core Ultra 5 125H...,102990,4.6,ASUS,16GB,INTEL,1TB
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U...,32990,4.3,INFINIX,16GB,INTEL,512GB
ASUS ROG Strix G16 Intel Core i5 13th Gen 13450HX ...,97990,4.1,ASUS,16GB,INTEL,1TB
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB...,72990,4.3,ACER,16GB,AMD,512GB
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U...,29990,4.3,INFINIX,8GB,INTEL,512GB
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/51...,30490,4.1,LENOVO,8GB,INTEL,512GB
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 ...,67990,4.3,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB...,35990,4.3,MSI,8GB,INTEL,512GB
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (1...,65990,4.0,MSI,16GB,INTEL,1TB
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB...,32990,4.3,ACER,8GB,INTEL,512GB
MICROSOFT Surface Pro (11th Edition) AI PC Qualcom...,161990,4.7,MICROSOFT,16GB,QUALCOMM,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 G...,51990,4.2,MSI,16GB,INTEL,512GB
HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5...,31990,4.4,HP,8GB,AMD,256GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
ASUS Chromebook Intel Celeron Dual Core N4500 - (4...,32990,3.7,ASUS,4GB,INTEL,64GB
"DELL Inspiron 15 with Backlit Keyboard, Intel Core...",52990,4.2,DELL,8GB,INTEL,512GB
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U...,29990,4.3,INFINIX,8GB,INTEL,512GB
Lenovo Yoga 7 OLED AMD Ryzen 7 Octa Core 7735U - (...,84990,4.5,LENOVO,16GB,AMD,1TB
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N402...,24890,4.0,LENOVO,8GB,INTEL,256GB
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512...,35790,3.9,HP,8GB,INTEL,512GB
Ultimus PRO Intel Celeron Dual Core N4020C - (4 GB...,11990,3.5,ULTIMUS,4GB,INTEL,128GB
Acer Intel Core i5 11th Gen - (8 GB/512 GB SSD/Win...,41990,4.3,ACER,8GB,INTEL,512GB
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/...,71980,4.3,HP,16GB,INTEL,1TB
MSI Modern 14 Intel Core i5 13th Gen 1335U - (16 G...,47990,4.3,MSI,16GB,INTEL,512GB
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U...,32990,4.3,INFINIX,16GB,INTEL,512GB
Thomson NEO Core Series Intel Core i5 12th Gen 123...,30990,4.3,THOMSON,8GB,INTEL,512GB
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/...,51990,4.3,MSI,8GB,AMD,512GB
ASUS ROG Ally AMD Ryzen Z1 HexaCore Zen4 - (16 GB/...,37990,4.4,ASUS,16GB,AMD,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo Yoga 7 OLED AMD Ryzen 7 Octa Core 7735U - (...,84990,4.5,LENOVO,16GB,AMD,1TB
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 ...,61990,4.3,ACER,16GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Flex 5 AMD Ryzen 7 Octa Core 7730U ...,69890,3.9,LENOVO,16GB,AMD,512GB
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 1...,59990,4.3,ACER,16GB,INTEL,512GB
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - ...,30990,4.2,ASUS,8GB,AMD,512GB
HP 14s Intel Core i3 12th Gen 1215U - (8 GB/512 GB...,35385,3.9,HP,8GB,INTEL,512GB
HP Laptop 15s Intel Celeron Dual Core Intel Celero...,28360,3.7,HP,8GB,INTEL,512GB
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 G...,34490,4.1,DELL,8GB,INTEL,512GB
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 ...,12990,3.3,ULTIMUS,4GB,INTEL,128GB
HP Pavilion Intel Core i5 13th Gen 1340p - (16 GB/...,63990,3.5,HP,16GB,INTEL,512GB
DELL Inspiron 14 7430 Intel Core i7 13th Gen 1355U...,102590,3.6,DELL,16GB,INTEL,1TB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Ultimus Neo Intel Core i3 10th Gen Neo - (8 GB/256...,21990,4.2,ULTIMUS,8GB,INTEL,256GB
ASUS ROG Strix G16 with 90WHr Battery Intel HX-Ser...,119990,4.3,ASUS,16GB,INTEL,1TB
HP 240 G9 Intel Core i3 12th Gen 1215 - (8 GB/512 ...,32600,3.9,HP,8GB,INTEL,512GB
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512...,39990,4.2,HP,8GB,INTEL,512GB
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U...,47990,4.3,INFINIX,16GB,INTEL,512GB
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 ...",105000,3.9,ASUS,16GB,INTEL,512GB
walker Intel Celeron Dual Core N4020 - (4 GB/128 G...,12990,3.7,WALKER,4GB,INTEL,128GB
ASUS Chromebook Intel Celeron Dual Core N4500 - (4...,32990,3.7,ASUS,4GB,INTEL,64GB
ASUS TUF Gaming A16 Advantage Edition AMD Ryzen 7 ...,79990,5.0,ASUS,16GB,AMD,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC S...,34554,3.7,HP,4GB,MEDIATEK,32GB
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB...,79990,4.1,LENOVO,16GB,AMD,1TB
Acer Predator Helios Neo 16 Intel Core i7 14th Gen...,139990,4.4,ACER,16GB,INTEL,1TB
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G...,34000,4.3,LENOVO,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - ...,41990,4.2,DELL,8GB,INTEL,1TB
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Serie...",106990,4.3,ASUS,16GB,INTEL,1TB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
ASUS Vivobook Intel Core i7 12th Gen 12700H - (16 ...,65990,4.4,ASUS,16GB,INTEL,512GB
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD...,49999,4.2,HP,16GB,AMD,512GB
ASUS ROG Strix G16 with 90WHr Battery Intel HX-Ser...,119990,4.3,ASUS,16GB,INTEL,1TB
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 ...,32990,4.0,ACER,8GB,AMD,512GB
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512...,39990,4.2,HP,8GB,INTEL,512GB
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (...,31990,4.3,ASUS,8GB,INTEL,512GB
Infinix X2 Slim Intel Core i7 11th Gen 1195G7 - (1...,43990,4.3,INFINIX,16GB,INTEL,512GB
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (16 G...,35990,4.2,ACER,16GB,INTEL,512GB
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB...,52990,3.0,ASUS,16GB,INTEL,512GB
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (1...,67390,4.3,HP,16GB,INTEL,512GB
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - ...,35990,4.4,ASUS,8GB,AMD,512GB
Acer Predator Helios 16 Intel Core i9 14th Gen 149...,199990,4.2,ACER,16GB,INTEL,1TB
Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512...,33990,4.2,LENOVO,8GB,AMD,512GB
HP 15s Intel Core i5 13th Gen 1334U - (16 GB/512 G...,57370,4.2,HP,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 ...",105000,3.9,ASUS,16GB,INTEL,512GB
HP 250 G9 Intel Celeron Dual Core N4500 - (8 GB/25...,22988,4.0,HP,8GB,INTEL,256GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
"ASUS Vivobook 15, with Backlit Keyboard, Intel Cor...",47990,4.2,ASUS,16GB,INTEL,512GB
ASUS ExpertBook B15 Intel Core i3 12th Gen 1215U -...,32990,4.3,ASUS,8GB,INTEL,512GB
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB...,56990,3.9,MSI,16GB,INTEL,512GB
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB...,49899,4.9,DELL,8GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
ASUS Vivobook Intel Core i7 13th Gen 13700H - (16 ...,69990,4.8,ASUS,16GB,INTEL,512GB
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/51...,26990,4.0,ACER,8GB,AMD,512GB
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/5...,84150,4.4,LENOVO,24GB,AMD,512GB
Lenovo V15 Intel Celeron Dual Core 4th Gen N4500 -...,23980,4.0,LENOVO,8GB,INTEL,256GB
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1...,72990,5.0,HP,16GB,INTEL,1TB
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SS...,54999,4.0,HP,16GB,INTEL,512GB
ASUS Vivobook S 14 Intel EVO H-Series Intel Core i...,62990,4.3,ASUS,16GB,INTEL,512GB
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8...,35990,4.3,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
DELL Intel Core i3 13th Gen 1315U - (8 GB/256 GB S...,49990,4.3,DELL,8GB,INTEL,256GB
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD...,37350,4.1,HP,8GB,INTEL,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
HP Pavilion Intel Core i5 12th Gen 1235U - (8 GB/5...,56000,4.2,HP,8GB,INTEL,512GB
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8...,55190,4.1,LENOVO,8GB,INTEL,512GB
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/5...,84150,4.4,LENOVO,24GB,AMD,512GB
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H -...,83990,4.6,ASUS,16GB,INTEL,512GB
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core AMD R5-4...,48090,4.3,ASUS,8GB,AMD,1TB
Infinix Y3 Max Series Intel Core i7 12th Gen 1255U...,39990,3.9,INFINIX,16GB,INTEL,512GB
Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/...,21990,3.8,ULTIMUS,8GB,INTEL,256GB
HP Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SS...,36900,4.2,HP,8GB,INTEL,512GB
HP 15s Intel Core i5 11th Gen 1155G7 - (16 GB/512 ...,59327,4.3,HP,16GB,INTEL,512GB
ASUS Chromebook Plus Intel Core i3 12th Gen 1215U ...,30990,3.9,ASUS,8GB,INTEL,128GB
Infinix Zero Book Ultra AI PC Intel Core Ultra 9 1...,79990,4.3,INFINIX,32GB,INTEL,1TB
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 ...,26400,4.2,LENOVO,8GB,AMD,512GB
HP Intel Intel Core i5 12th Gen 1235U - (16 GB/512...,72331,4.2,HP,16GB,INTEL,512GB
Infinix GT Book Intel Core i5 13th Gen 13420H - (1...,74990,4.4,INFINIX,16GB,INTEL,512GB
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB...,82990,4.3,ACER,16GB,AMD,512GB
"Acer Aspire Lite with Backlit Keyboard, Intel Core...",42990,4.2,ACER,16GB,INTEL,512GB
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/51...,69999,4.2,SAMSUNG,16GB,INTEL,512GB
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U ...,45990,4.0,ACER,16GB,AMD,1TB
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 752...,45990,4.4,ASUS,8GB,AMD,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - ...,45990,4.1,DELL,8GB,INTEL,512GB
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB S...,32990,4.1,DELL,8GB,INTEL,512GB
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8...,55190,4.1,LENOVO,8GB,INTEL,512GB
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512...,47890,4.6,HP,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/51...,58300,4.1,HP,8GB,INTEL,512GB
MICROSOFT Surface Laptop 5 Intel Core i7 12th Gen ...,172990,4.7,MICROSOFT,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 -...,47990,3.8,ACER,16GB,INTEL,1TB
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H -...,83990,4.6,ASUS,16GB,INTEL,512GB
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - ...,30890,4.2,ASUS,8GB,AMD,512GB
ASUS TUF Gaming F17 Intel Core i7 12th Gen 12700H ...,85990,4.4,ASUS,16GB,INTEL,1TB
Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/51...,62990,4.3,ACER,16GB,INTEL,512GB
Infinix Y3 Max Series Intel Core i7 12th Gen 1255U...,39990,3.9,INFINIX,16GB,INTEL,512GB
Colorful XS Series Intel Core i5 12th Gen 12500H -...,50990,4.4,COLORFUL,16GB,INTEL,512GB
Infinix GT Book Intel Core i5 13th Gen 13420H - (1...,74990,4.4,INFINIX,16GB,INTEL,512GB
ASUS Vivobook Go 15 OLED Intel Core i3 12th Gen N3...,42490,4.6,ASUS,8GB,INTEL,512GB
MSI Katana 15 Intel Core i7 12th Gen 12650H - (8 G...,89054,4.9,MSI,8GB,INTEL,512GB
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB...,82990,4.3,ACER,16GB,AMD,512GB
MSI Prestige 14 Studio AI PC Intel Core Ultra 7 1s...,129990,4.2,MSI,32GB,INTEL,1TB
Lenovo IdeaPad Slim 5 AMD Ryzen 5 Hexa Core 7530U ...,86190,4.1,LENOVO,16GB,AMD,512GB
HP Intel Intel Core i5 12th Gen 1235U - (16 GB/512...,72331,4.2,HP,16GB,INTEL,512GB
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450...,43990,4.1,LENOVO,8GB,INTEL,512GB
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 G...,55990,4.3,LENOVO,16GB,INTEL,512GB
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/51...,69999,4.2,SAMSUNG,16GB,INTEL,512GB
HP FC0026AU AMD Ryzen 3 Quad Core 7320U - (8 GB/51...,32490,4.0,HP,8GB,AMD,512GB
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315...,37990,4.3,LENOVO,8GB,INTEL,512GB
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - ...,75375,4.1,LENOVO,8GB,AMD,512GB
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U ...,45990,4.0,ACER,16GB,AMD,1TB
Acer Aspire 5 Intel Core i5 13th Gen - (8 GB/512 G...,51990,3.0,ACER,8GB,INTEL,512GB
HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SS...,26690,3.8,HP,8GB,INTEL,512GB
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 752...,45990,4.4,ASUS,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen - (16...,63990,4.1,LENOVO,16GB,INTEL,512GB
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ul...,108490,4.3,LENOVO,32GB,INTEL,1TB
DELL Inspiron Intel Core i3 13th Gen 1305U - (8 GB...,38990,2.8,DELL,8GB,INTEL,512GB
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/...,51990,4.3,MSI,8GB,AMD,512GB
Lenovo IdeaPad Slim 5 WUXGA OLED AI PC Intel Core ...,78990,4.1,LENOVO,16GB,INTEL,1TB
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) ...,154900,4.2,APPLE,24GB,APPLE,512GB
Lenovo IdeaPad Gaming Backlit AMD Ryzen 5 Hexa Cor...,71499,4.2,LENOVO,16GB,AMD,512GB
